Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Salesperson,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,DeliveryTime,Day_of_Week,is_weekend,quarter,DiscountValue,month,year,day,dayofweek,weekofyear,Revenue,Month,Month_Year,Quarter,Year,date,Delivery_time
2024-10-29,South,Laptop,2,267.36,Store B,Wholesale,Frank,Online,NULL,0,REG100745,Cust 7020,21.36,2024-10-29,2024-11-07,Sophie,9,1,False,4,13.368000000000002,10,2024,29,1,44,507.984,10,2024-10,4,2024,2024-10-29,9
2023-01-31,Central,Tablet,13,132.97,Store B,Wholesale,Frank,Debit Card,WINTER15,0,REG100747,Cust 4592,42.87,2023-01-31,2023-02-05,Cameron,5,1,False,1,6.6485,1,2023,31,1,5,1642.1794999999997,1,2023-01,1,2023,2023-01-31,5
2024-03-15,West,Chair,14,476.28,Store A,Wholesale,Eva,Credit Card,FREESHIP,0,REG100748,Cust 5482,22.11,2024-03-15,2024-03-20,Wendy,5,4,False,1,47.628,3,2024,15,4,11,6001.128000000001,3,2024-03,1,2024,2024-03-15,5
2023-06-23,North,Tablet,16,294.88,Store B,Retail,Frank,Cash,NULL,1,REG100749,Cust 1947,17.19,2023-06-23,2023-06-27,Ryan,4,4,False,2,14.744,6,2023,23,4,25,4482.1759999999995,6,2023-06,2,2023,2023-06-23,4
2024-06-14,North,Monitor,19,596.03,Store C,Retail,Eva,Debit Card,NULL,0,REG100750,Cust 2801,31.95,2024-06-14,2024-06-23,Ryan,9,4,False,2,89.4045,6,2024,14,4,24,9625.8845,6,2024-06,2,2024,2024-06-14,9
2023-11-30,West,Desk,6,182.4,Store B,Wholesale,Alice,Online,FREESHIP,1,REG100751,Cust 8206,49.49,2023-11-30,2023-12-09,Wendy,9,3,False,4,0.0,11,2023,30,3,48,1094.4,11,2023-11,4,2023,2023-11-30,9
2024-04-21,North,Laptop,10,400.95,Store C,Retail,Carlos,Online,NULL,0,REG100752,Cust 5277,17.46,2024-04-21,2024-04-30,Ryan,9,6,True,2,20.0475,4,2024,21,6,16,3809.0249999999996,4,2024-04,2,2024,2024-04-21,9
2023-08-06,East,Desk,7,373.66,Store B,Retail,Alice,Gift Card,SAVE10,0,REG100753,Cust 8900,46.33,2023-08-06,2023-08-12,Eric,6,6,True,3,18.683000000000003,8,2023,6,6,31,2484.8390000000004,8,2023-08,3,2023,2023-08-06,6
2024-06-21,West,Desk,7,355.66,Store C,Retail,Carlos,Gift Card,FREESHIP,1,REG100754,Cust 9387,28.77,2024-06-21,2024-06-27,Wendy,6,4,False,2,53.349000000000004,6,2024,21,4,25,2116.177,6,2024-06,2,2024,2024-06-21,6
2024-04-20,West,Tablet,10,370.99,Store B,Retail,Frank,Online,SAVE10,1,REG100756,Cust 4868,11.16,2024-04-20,2024-04-25,Wendy,5,5,True,2,55.6485,4,2024,20,5,16,3153.415,4,2024-04,2,2024,2024-04-20,5
2024-12-20,East,Laptop,2,548.72,Store A,Wholesale,Frank,Credit Card,FREESHIP,1,REG100757,Cust 5239,26.35,2024-12-20,2024-12-29,Eric,9,4,False,4,54.87200000000001,12,2024,20,4,51,987.696,12,2024-12,4,2024,2024-12-20,9
2023-08-22,North,Printer,8,343.53,Store A,Wholesale,Frank,Cash,NULL,0,REG100758,Cust 4703,16.1,2023-08-22,2023-09-01,Ryan,10,1,False,3,0.0,8,2023,22,1,34,2748.24,8,2023-08,3,2023,2023-08-22,10
2023-03-04,North,Tablet,13,494.78,Store A,Wholesale,Diana,Cash,FREESHIP,0,REG100759,Cust 7224,5.85,2023-03-04,2023-03-13,Ryan,9,5,True,1,74.217,3,2023,4,5,9,5467.3189999999995,3,2023-03,1,2023,2023-03-04,9
2024-06-24,North,Laptop,9,36.62,Store B,Wholesale,Eva,Debit Card,FREESHIP,1,REG100760,Cust 4751,29.9,2024-06-24,2024-07-01,Ryan,7,0,False,2,3.662,6,2024,24,0,26,296.622,6,2024-06,2,2024,2024-06-24,7
2024-12-09,East,Tablet,14,216.2,Store C,Wholesale,Diana,Online,WINTER15,0,REG100761,Cust 1201,14.39,2024-12-09,2024-12-13,Eric,4,0,False,4,0.0,12,2024,9,0,50,3026.7999999999997,12,2024-12,4,2024,2024-12-09,4
2024-07-04,West,Laptop,11,128.99,Store A,Retail,Diana,Debit Card,SAVE10,0,REG100762,Cust 9584,38.58,2024-07-04,2024-07-07,Wendy,3,3,False,3,6.4495000000000005,7,2024,4,3,27,1347.9455,7,2024-07,3,2024,2024-07-04,3
2024-01-22,East,Printer,11,277.95,Store A,Retail,Frank,Gift Card,WINTER15,0,REG100764,Cust 2835,44.04,2024-01-22,2024-01-29,Eric,7,0,False,1,13.8975,1,2024,22,0,4,2904.5775,1,2024-01,1,2024,2024-01-22,7
2024-05-23,East,Desk,4,20.96,Store D,Wholesale,Bob,Online,FREESHIP,1,REG100767,Cust 5926,33.67,2024-05-23,2024-05-31,Eric,8,3,False,2,1.048,5,2024,23,3,21,79.648,5,2024-05,2,2024,2024-05-23,8
2023-09-17,North,Desk,18,132.29,Store A,Wholesale,Diana,Credit Card,NULL,1,REG100768,Cust 4478,24.3,2023-09-17,2023-09-20,Ryan,3,6,True,3,6.6145,9,2023,17,6,37,2262.1589999999997,9,2023-09,3,2023,2023-09-17,3
2023-06-13,East,Phone,19,199.65,Store A,Retail,Carlos,Cash,SAVE10,1,REG100769,Cust 4711,35.12,2023-06-13,2023-06-18,Eric,5,1,False,2,19.965000000000003,6,2023,13,1,24,3414.015,6,2023-06,2,2023,2023-06-13,5
2023-10-11,East,Tablet,1,315.93,Store C,Retail,Alice,Credit Card,SAVE10,0,REG100771,Cust 2830,43.2,2023-10-11,2023-10-14,Eric,3,2,False,4,47.3895,10,2023,11,2,41,268.5405,10,2023-10,4,2023,2023-10-11,3
2023-08-07,West,Printer,5,596.97,Store A,Retail,Eva,Cash,SAVE10,0,REG100772,Cust 3767,14.43,2023-08-07,2023-08-14,Wendy,7,0,False,3,0.0,8,2023,7,0,32,2984.8500000000004,8,2023-08,3,2023,2023-08-07,7
2023-12-03,North,Laptop,17,376.98,Store A,Retail,Carlos,Debit Card,NULL,1,REG100773,Cust 1561,38.48,2023-12-03,2023-12-05,Ryan,2,6,True,4,18.849,12,2023,3,6,48,6088.227,12,2023-12,4,2023,2023-12-03,2
2024-08-01,Central,Printer,6,208.64,Store D,Retail,Frank,Credit Card,FREESHIP,0,REG100774,Cust 8569,49.93,2024-08-01,2024-08-04,Cameron,3,3,False,3,20.864,8,2024,1,3,31,1126.656,8,2024-08,3,2024,2024-08-01,3
2023-03-20,East,Chair,7,307.82,Store B,Wholesale,Eva,Debit Card,WINTER15,1,REG100775,Cust 1254,14.0,2023-03-20,2023-03-27,Eric,7,0,False,1,0.0,3,2023,20,0,12,2154.74,3,2023-03,1,2023,2023-03-20,7
2024-05-19,East,Desk,17,238.17,Store D,Wholesale,Frank,Cash,FREESHIP,0,REG100778,Cust 7725,21.64,2024-05-19,2024-05-29,Eric,10,6,True,2,35.7255,5,2024,19,6,20,3441.5564999999997,5,2024-05,2,2024,2024-05-19,10
2023-03-04,North,Printer,10,450.71,Store B,Retail,Bob,Gift Card,SAVE10,0,REG100779,Cust 9210,21.31,2023-03-04,2023-03-12,Ryan,8,5,True,1,45.071,3,2023,4,5,9,4056.3899999999994,3,2023-03,1,2023,2023-03-04,8
2023-01-22,Central,Monitor,2,413.36,Store D,Retail,Alice,Online,SAVE10,1,REG100780,Cust 9085,41.69,2023-01-22,2023-01-24,Cameron,2,6,True,1,41.336000000000006,1,2023,22,6,3,744.048,1,2023-01,1,2023,2023-01-22,2
2023-03-20,South,Phone,20,536.71,Store B,Retail,Carlos,Debit Card,SAVE10,0,REG100781,Cust 4937,41.42,2023-03-20,2023-03-25,Sophie,5,0,False,1,80.5065,3,2023,20,0,12,9124.07,3,2023-03,1,2023,2023-03-20,5
2024-06-05,West,Phone,5,206.42,Store D,Retail,Alice,Debit Card,WINTER15,0,REG100782,Cust 3606,35.51,2024-06-05,2024-06-13,Wendy,8,2,False,2,10.321,6,2024,5,2,23,980.4949999999999,6,2024-06,2,2024,2024-06-05,8
2024-07-09,East,Printer,4,256.83,Store A,Wholesale,Carlos,Cash,NULL,1,REG100783,Cust 5865,44.72,2024-07-09,2024-07-17,Eric,8,1,False,3,38.524499999999996,7,2024,9,1,28,873.2219999999999,7,2024-07,3,2024,2024-07-09,8
2024-03-05,South,Printer,7,77.69,Store D,Wholesale,Carlos,Credit Card,SAVE10,0,REG100788,Cust 3937,41.89,2024-03-05,2024-03-12,Sophie,7,1,False,1,0.0,3,2024,5,1,10,543.8299999999999,3,2024-03,1,2024,2024-03-05,7
2024-03-09,East,Phone,20,312.43,Store C,Retail,Carlos,Credit Card,SAVE10,0,REG100789,Cust 5262,28.11,2024-03-09,2024-03-11,Eric,2,5,True,1,0.0,3,2024,9,5,10,6248.6,3,2024-03,1,2024,2024-03-09,2
2024-11-16,West,Tablet,17,266.83,Store D,Retail,Frank,Credit Card,WINTER15,0,REG100791,Cust 8826,32.52,2024-11-16,2024-11-23,Wendy,7,5,True,4,13.3415,11,2024,16,5,46,4309.304499999999,11,2024-11,4,2024,2024-11-16,7
2024-08-01,South,Printer,20,248.11,Store D,Wholesale,Carlos,Online,SAVE10,0,REG100792,Cust 1119,22.96,2024-08-01,2024-08-06,Sophie,5,3,False,3,12.405500000000002,8,2024,1,3,31,4714.09,8,2024-08,3,2024,2024-08-01,5
2024-04-20,West,Chair,5,316.76,Store B,Retail,Alice,Gift Card,FREESHIP,1,REG100793,Cust 2685,12.7,2024-04-20,2024-04-30,Wendy,10,5,True,2,15.838000000000001,4,2024,20,5,16,1504.61,4,2024-04,2,2024,2024-04-20,10
2024-04-20,South,Laptop,2,169.62,Store C,Retail,Alice,Debit Card,NULL,0,REG100794,Cust 5939,45.41,2024-04-20,2024-04-25,Sophie,5,5,True,2,16.962,4,2024,20,5,16,305.31600000000003,4,2024-04,2,2024,2024-04-20,5
2023-09-22,North,Laptop,19,35.38,Store A,Retail,Diana,Online,SAVE10,0,REG100795,Cust 1791,7.06,2023-09-22,2023-09-28,Ryan,6,4,False,3,5.307,9,2023,22,4,38,571.3870000000001,9,2023-09,3,2023,2023-09-22,6
2023-11-28,Central,Laptop,8,157.93,Store B,Retail,Diana,Online,SAVE10,0,REG100798,Cust 9619,6.31,2023-11-28,2023-12-05,Cameron,7,1,False,4,23.6895,11,2023,28,1,48,1073.924,11,2023-11,4,2023,2023-11-28,7
2024-04-08,North,Desk,6,126.86,Store C,Wholesale,Eva,Debit Card,FREESHIP,0,REG100799,Cust 1637,35.49,2024-04-08,2024-04-17,Ryan,9,0,False,2,6.343,4,2024,8,0,15,723.102,4,2024-04,2,2024,2024-04-08,9
2023-02-24,South,Tablet,3,37.63,Store A,Wholesale,Carlos,Debit Card,FREESHIP,0,REG100801,Cust 5737,43.7,2023-02-24,2023-03-03,Sophie,7,4,False,1,3.7630000000000003,2,2023,24,4,8,101.60100000000001,2,2023-02,1,2023,2023-02-24,7
2023-10-19,East,Chair,13,393.1,Store B,Wholesale,Alice,Online,NULL,0,REG100802,Cust 5301,12.64,2023-10-19,2023-10-26,Eric,7,3,False,4,39.31,10,2023,19,3,42,4599.27,10,2023-10,4,2023,2023-10-19,7
2024-06-17,North,Chair,10,83.86,Store A,Wholesale,Alice,Credit Card,NULL,0,REG100803,Cust 2524,41.11,2024-06-17,2024-06-21,Ryan,4,0,False,2,12.578999999999999,6,2024,17,0,25,712.81,6,2024-06,2,2024,2024-06-17,4
2023-06-21,Central,Desk,10,110.07,Store B,Wholesale,Frank,Credit Card,NULL,0,REG100804,Cust 8480,18.47,2023-06-21,2023-06-29,Cameron,8,2,False,2,0.0,6,2023,21,2,25,1100.6999999999998,6,2023-06,2,2023,2023-06-21,8
2024-08-30,East,Phone,6,288.98,Store C,Wholesale,Diana,Gift Card,NULL,0,REG100805,Cust 2595,38.63,2024-08-30,2024-09-02,Eric,3,4,False,3,43.347,8,2024,30,4,35,1473.798,8,2024-08,3,2024,2024-08-30,3
2023-02-23,West,Printer,16,509.08,Store C,Wholesale,Carlos,Online,FREESHIP,0,REG100807,Cust 4240,37.53,2023-02-23,2023-03-02,Wendy,7,3,False,1,0.0,2,2023,23,3,8,8145.28,2,2023-02,1,2023,2023-02-23,7
2023-06-08,South,Phone,9,115.24,Store B,Wholesale,Alice,Credit Card,FREESHIP,0,REG100809,Cust 5133,8.28,2023-06-08,2023-06-14,Sophie,6,3,False,2,0.0,6,2023,8,3,23,1037.1599999999999,6,2023-06,2,2023,2023-06-08,6
2023-03-16,North,Monitor,14,565.45,Store D,Wholesale,Eva,Online,WINTER15,0,REG100810,Cust 1731,24.4,2023-03-16,2023-03-25,Ryan,9,3,False,1,56.54500000000001,3,2023,16,3,11,7124.670000000001,3,2023-03,1,2023,2023-03-16,9
2024-10-23,North,Phone,11,121.54,Store D,Wholesale,Carlos,Credit Card,SAVE10,0,REG100811,Cust 3739,16.62,2024-10-23,2024-10-28,Ryan,5,2,False,4,0.0,10,2024,23,2,43,1336.94,10,2024-10,4,2024,2024-10-23,5
2023-05-06,East,Desk,14,175.66,Store B,Wholesale,Bob,Cash,SAVE10,0,REG100813,Cust 6830,26.12,2023-05-06,2023-05-14,Eric,8,5,True,2,8.783,5,2023,6,5,18,2336.278,5,2023-05,2,2023,2023-05-06,8
2024-08-15,South,Tablet,3,437.97,Store C,Wholesale,Eva,Cash,SAVE10,1,REG100814,Cust 5351,23.29,2024-08-15,2024-08-22,Sophie,7,3,False,3,21.898500000000002,8,2024,15,3,33,1248.2145,8,2024-08,3,2024,2024-08-15,7
2023-08-23,South,Printer,12,411.59,Store B,Wholesale,Diana,Cash,FREESHIP,0,REG100815,Cust 5845,19.17,2023-08-23,2023-08-31,Sophie,8,2,False,3,61.738499999999995,8,2023,23,2,34,4198.218,8,2023-08,3,2023,2023-08-23,8
2024-06-11,Central,Desk,5,538.52,Store B,Wholesale,Alice,Gift Card,NULL,0,REG100817,Cust 4095,45.81,2024-06-11,2024-06-17,Cameron,6,1,False,2,26.926000000000002,6,2024,11,1,24,2557.97,6,2024-06,2,2024,2024-06-11,6
2024-04-29,South,Phone,11,255.95,Store C,Wholesale,Alice,Online,NULL,0,REG100818,Cust 7833,21.99,2024-04-29,2024-05-04,Sophie,5,0,False,2,25.595,4,2024,29,0,18,2533.9049999999997,4,2024-04,2,2024,2024-04-29,5
2023-03-27,South,Desk,7,290.22,Store A,Retail,Alice,Cash,WINTER15,0,REG100819,Cust 5826,33.15,2023-03-27,2023-04-04,Sophie,8,0,False,1,29.022000000000006,3,2023,27,0,13,1828.3860000000002,3,2023-03,1,2023,2023-03-27,8
2024-10-23,North,Chair,20,198.95,Store B,Retail,Diana,Credit Card,NULL,1,REG100820,Cust 9410,5.16,2024-10-23,2024-10-25,Ryan,2,2,False,4,19.895,10,2024,23,2,43,3581.1,10,2024-10,4,2024,2024-10-23,2
2023-06-21,North,Printer,11,577.1,Store C,Retail,Frank,Cash,SAVE10,0,REG100821,Cust 9397,13.16,2023-06-21,2023-06-28,Ryan,7,2,False,2,86.565,6,2023,21,2,25,5395.885,6,2023-06,2,2023,2023-06-21,7
2023-05-12,Central,Printer,10,50.1,Store A,Wholesale,Bob,Cash,FREESHIP,1,REG100822,Cust 6665,23.43,2023-05-12,2023-05-19,Cameron,7,4,False,2,5.010000000000001,5,2023,12,4,19,450.90000000000003,5,2023-05,2,2023,2023-05-12,7
2024-10-20,Central,Printer,19,554.5,Store B,Retail,Carlos,Online,NULL,1,REG100823,Cust 2590,47.16,2024-10-20,2024-10-24,Cameron,4,6,True,4,83.175,10,2024,20,6,42,8955.175,10,2024-10,4,2024,2024-10-20,4
2024-04-04,North,Laptop,14,117.31,Store A,Wholesale,Diana,Online,WINTER15,0,REG100824,Cust 4599,41.24,2024-04-04,2024-04-07,Ryan,3,3,False,2,0.0,4,2024,4,3,14,1642.3400000000001,4,2024-04,2,2024,2024-04-04,3
2023-07-24,South,Phone,20,386.86,Store A,Wholesale,Carlos,Online,WINTER15,0,REG100826,Cust 6177,41.56,2023-07-24,2023-07-29,Sophie,5,0,False,3,19.343000000000004,7,2023,24,0,30,7350.34,7,2023-07,3,2023,2023-07-24,5
2023-09-09,North,Chair,12,81.33,Store D,Wholesale,Carlos,Cash,SAVE10,1,REG100827,Cust 6229,30.73,2023-09-09,2023-09-13,Ryan,4,5,True,3,0.0,9,2023,9,5,36,975.96,9,2023-09,3,2023,2023-09-09,4
2024-04-20,East,Printer,5,550.65,Store A,Retail,Bob,Gift Card,NULL,0,REG100828,Cust 2899,16.82,2024-04-20,2024-04-27,Eric,7,5,True,2,82.5975,4,2024,20,5,16,2340.2625,4,2024-04,2,2024,2024-04-20,7
2023-06-18,West,Tablet,19,25.22,Store C,Wholesale,Bob,Credit Card,NULL,0,REG100830,Cust 7063,31.31,2023-06-18,2023-06-22,Wendy,4,6,True,2,0.0,6,2023,18,6,24,479.17999999999995,6,2023-06,2,2023,2023-06-18,4
2024-11-01,North,Phone,2,437.04,Store C,Wholesale,Frank,Credit Card,SAVE10,1,REG100831,Cust 7487,37.37,2024-11-01,2024-11-08,Ryan,7,4,False,4,0.0,11,2024,1,4,44,874.08,11,2024-11,4,2024,2024-11-01,7
2024-08-12,West,Desk,5,448.86,Store C,Wholesale,Frank,Credit Card,SAVE10,1,REG100832,Cust 5481,21.22,2024-08-12,2024-08-21,Wendy,9,0,False,3,67.329,8,2024,12,0,33,1907.6550000000002,8,2024-08,3,2024,2024-08-12,9
2024-07-20,Central,Laptop,8,224.18,Store B,Retail,Bob,Debit Card,NULL,0,REG100834,Cust 5099,36.9,2024-07-20,2024-07-26,Cameron,6,5,True,3,33.627,7,2024,20,5,29,1524.424,7,2024-07,3,2024,2024-07-20,6
2023-02-17,West,Desk,6,327.69,Store D,Wholesale,Diana,Cash,NULL,0,REG100835,Cust 6615,22.34,2023-02-17,2023-02-21,Wendy,4,4,False,1,16.3845,2,2023,17,4,7,1867.8329999999999,2,2023-02,1,2023,2023-02-17,4
2024-07-02,East,Phone,8,432.27,Store D,Retail,Eva,Cash,FREESHIP,1,REG100836,Cust 6924,20.64,2024-07-02,2024-07-04,Eric,2,1,False,3,21.613500000000002,7,2024,2,1,27,3285.2519999999995,7,2024-07,3,2024,2024-07-02,2
2024-11-21,West,Phone,5,69.29,Store C,Wholesale,Carlos,Credit Card,NULL,0,REG100839,Cust 1974,20.83,2024-11-21,2024-11-29,Wendy,8,3,False,4,0.0,11,2024,21,3,47,346.45000000000005,11,2024-11,4,2024,2024-11-21,8
2024-01-10,South,Printer,15,306.91,Store A,Retail,Carlos,Cash,FREESHIP,1,REG100840,Cust 9452,19.38,2024-01-10,2024-01-14,Sophie,4,2,False,1,0.0,1,2024,10,2,2,4603.650000000001,1,2024-01,1,2024,2024-01-10,4
2023-10-21,North,Desk,4,390.3,Store A,Retail,Diana,Debit Card,NULL,0,REG100841,Cust 4558,43.56,2023-10-21,2023-10-26,Ryan,5,5,True,4,58.545,10,2023,21,5,42,1327.02,10,2023-10,4,2023,2023-10-21,5
2024-11-09,West,Monitor,7,83.32,Store D,Wholesale,Carlos,Cash,FREESHIP,0,REG100843,Cust 7788,23.4,2024-11-09,2024-11-17,Wendy,8,5,True,4,4.1659999999999995,11,2024,9,5,45,554.078,11,2024-11,4,2024,2024-11-09,8
2024-04-03,West,Monitor,4,563.06,Store D,Retail,Bob,Cash,WINTER15,0,REG100844,Cust 2788,19.5,2024-04-03,2024-04-07,Wendy,4,2,False,2,28.153,4,2024,3,2,14,2139.6279999999997,4,2024-04,2,2024,2024-04-03,4
2024-01-06,North,Phone,13,256.35,Store D,Wholesale,Alice,Cash,SAVE10,0,REG100845,Cust 6621,26.04,2024-01-06,2024-01-08,Ryan,2,5,True,1,38.4525,1,2024,6,5,1,2832.6675,1,2024-01,1,2024,2024-01-06,2
2023-08-02,Central,Printer,9,303.26,Store A,Wholesale,Diana,Debit Card,FREESHIP,0,REG100846,Cust 8575,17.01,2023-08-02,2023-08-05,Cameron,3,2,False,3,15.163,8,2023,2,2,31,2592.873,8,2023-08,3,2023,2023-08-02,3
2023-11-26,North,Chair,9,440.48,Store A,Retail,Diana,Gift Card,WINTER15,0,REG100847,Cust 8799,32.94,2023-11-26,2023-12-01,Ryan,5,6,True,4,66.072,11,2023,26,6,47,3369.672,11,2023-11,4,2023,2023-11-26,5
2023-12-29,South,Chair,18,491.76,Store A,Wholesale,Eva,Credit Card,SAVE10,0,REG100849,Cust 5606,37.49,2023-12-29,2024-01-05,Sophie,7,4,False,4,73.764,12,2023,29,4,52,7523.928,12,2023-12,4,2023,2023-12-29,7
2024-05-06,East,Chair,18,343.68,Store B,Retail,Eva,Gift Card,SAVE10,0,REG100851,Cust 9517,20.37,2024-05-06,2024-05-14,Eric,8,0,False,2,0.0,5,2024,6,0,19,6186.24,5,2024-05,2,2024,2024-05-06,8
2024-09-15,North,Desk,14,472.51,Store D,Wholesale,Bob,Gift Card,NULL,0,REG100852,Cust 6740,13.54,2024-09-15,2024-09-20,Ryan,5,6,True,3,23.625500000000002,9,2024,15,6,37,6284.382999999999,9,2024-09,3,2024,2024-09-15,5
2023-02-07,West,Laptop,20,142.52,Store A,Retail,Eva,Cash,FREESHIP,0,REG100853,Cust 1301,30.67,2023-02-07,2023-02-12,Wendy,5,1,False,1,14.252000000000002,2,2023,7,1,6,2565.36,2,2023-02,1,2023,2023-02-07,5
2023-03-01,East,Phone,1,31.42,Store B,Retail,Bob,Credit Card,SAVE10,0,REG100854,Cust 1736,11.35,2023-03-01,2023-03-09,Eric,8,2,False,1,1.5710000000000002,3,2023,1,2,9,29.849,3,2023-03,1,2023,2023-03-01,8
2024-05-08,North,Tablet,17,572.29,Store D,Retail,Eva,Online,SAVE10,1,REG100855,Cust 6864,44.99,2024-05-08,2024-05-12,Ryan,4,2,False,2,85.84349999999999,5,2024,8,2,19,8269.5905,5,2024-05,2,2024,2024-05-08,4
2024-06-06,East,Desk,18,333.6,Store A,Retail,Carlos,Debit Card,FREESHIP,1,REG100856,Cust 5207,33.79,2024-06-06,2024-06-08,Eric,2,3,False,2,33.36000000000001,6,2024,6,3,23,5404.320000000001,6,2024-06,2,2024,2024-06-06,2
2023-04-29,North,Chair,9,90.87,Store D,Retail,Carlos,Debit Card,WINTER15,0,REG100857,Cust 6525,26.56,2023-04-29,2023-05-08,Ryan,9,5,True,2,13.6305,4,2023,29,5,17,695.1555,4,2023-04,2,2023,2023-04-29,9
2023-09-20,Central,Tablet,9,588.59,Store D,Wholesale,Diana,Online,NULL,0,REG100858,Cust 8298,42.3,2023-09-20,2023-09-22,Cameron,2,2,False,3,29.429500000000004,9,2023,20,2,38,5032.4445000000005,9,2023-09,3,2023,2023-09-20,2
2024-11-08,South,Chair,18,153.28,Store B,Retail,Frank,Online,WINTER15,1,REG100859,Cust 8204,33.71,2024-11-08,2024-11-13,Sophie,5,4,False,4,7.664000000000001,11,2024,8,4,45,2621.0879999999997,11,2024-11,4,2024,2024-11-08,5
2023-03-22,North,Printer,17,194.97,Store A,Retail,Carlos,Gift Card,SAVE10,1,REG100860,Cust 4035,5.59,2023-03-22,2023-03-30,Ryan,8,2,False,1,29.2455,3,2023,22,2,12,2817.3165,3,2023-03,1,2023,2023-03-22,8
2023-09-05,East,Monitor,5,367.61,Store C,Retail,Alice,Credit Card,SAVE10,0,REG100861,Cust 1654,19.55,2023-09-05,2023-09-13,Eric,8,1,False,3,0.0,9,2023,5,1,36,1838.0500000000002,9,2023-09,3,2023,2023-09-05,8
2023-02-26,East,Laptop,17,575.5,Store D,Retail,Alice,Debit Card,FREESHIP,0,REG100862,Cust 1823,13.42,2023-02-26,2023-03-05,Eric,7,6,True,1,28.775000000000002,2,2023,26,6,8,9294.324999999999,2,2023-02,1,2023,2023-02-26,7
2024-11-26,West,Chair,3,229.45,Store D,Retail,Bob,Debit Card,WINTER15,1,REG100863,Cust 1423,19.81,2024-11-26,2024-11-29,Wendy,3,1,False,4,34.4175,11,2024,26,1,48,585.0974999999999,11,2024-11,4,2024,2024-11-26,3
2024-10-14,Central,Chair,3,391.63,Store C,Retail,Frank,Debit Card,NULL,1,REG100864,Cust 7282,25.36,2024-10-14,2024-10-17,Cameron,3,0,False,4,0.0,10,2024,14,0,42,1174.8899999999999,10,2024-10,4,2024,2024-10-14,3
2023-05-29,Central,Laptop,15,67.35,Store D,Wholesale,Diana,Online,FREESHIP,0,REG100865,Cust 8437,24.85,2023-05-29,2023-06-03,Cameron,5,0,False,2,6.734999999999999,5,2023,29,0,22,909.2249999999999,5,2023-05,2,2023,2023-05-29,5
2024-03-22,Central,Laptop,6,453.86,Store B,Retail,Alice,Credit Card,NULL,0,REG100866,Cust 9508,45.32,2024-03-22,2024-03-31,Cameron,9,4,False,1,68.079,3,2024,22,4,12,2314.6859999999997,3,2024-03,1,2024,2024-03-22,9
2023-04-22,South,Tablet,19,537.7,Store D,Wholesale,Bob,Online,SAVE10,0,REG100867,Cust 1186,45.83,2023-04-22,2023-05-02,Sophie,10,5,True,2,0.0,4,2023,22,5,16,10216.300000000001,4,2023-04,2,2023,2023-04-22,10
2023-01-25,Central,Laptop,2,196.7,Store A,Retail,Frank,Online,FREESHIP,0,REG100869,Cust 9388,35.84,2023-01-25,2023-01-29,Cameron,4,2,False,1,0.0,1,2023,25,2,4,393.4,1,2023-01,1,2023,2023-01-25,4
2023-09-08,South,Phone,12,369.45,Store D,Wholesale,Frank,Credit Card,WINTER15,1,REG100870,Cust 4015,44.76,2023-09-08,2023-09-10,Sophie,2,4,False,3,36.945,9,2023,8,4,36,3990.06,9,2023-09,3,2023,2023-09-08,2
2024-10-04,East,Tablet,12,181.96,Store D,Retail,Eva,Gift Card,WINTER15,0,REG100871,Cust 6428,25.06,2024-10-04,2024-10-11,Eric,7,4,False,4,27.294,10,2024,4,4,40,1855.992,10,2024-10,4,2024,2024-10-04,7
2024-08-25,East,Laptop,15,39.93,Store A,Retail,Diana,Debit Card,WINTER15,0,REG100873,Cust 5132,33.44,2024-08-25,2024-08-29,Eric,4,6,True,3,5.9895,8,2024,25,6,34,509.1075,8,2024-08,3,2024,2024-08-25,4
2024-03-06,North,Phone,7,374.43,Store A,Retail,Carlos,Cash,SAVE10,0,REG100874,Cust 4929,28.97,2024-03-06,2024-03-12,Ryan,6,2,False,1,56.1645,3,2024,6,2,10,2227.8585000000003,3,2024-03,1,2024,2024-03-06,6
2023-03-23,East,Printer,2,101.87,Store C,Wholesale,Diana,Cash,FREESHIP,0,REG100875,Cust 4018,28.63,2023-03-23,2023-03-26,Eric,3,3,False,1,0.0,3,2023,23,3,12,203.74,3,2023-03,1,2023,2023-03-23,3
2024-01-13,Central,Tablet,13,343.45,Store D,Wholesale,Alice,Gift Card,SAVE10,0,REG100876,Cust 8069,27.26,2024-01-13,2024-01-17,Cameron,4,5,True,1,17.1725,1,2024,13,5,2,4241.607499999999,1,2024-01,1,2024,2024-01-13,4
2023-07-18,Central,Printer,15,144.11,Store C,Retail,Frank,Gift Card,NULL,0,REG100877,Cust 6741,28.51,2023-07-18,2023-07-24,Cameron,6,1,False,3,0.0,7,2023,18,1,29,2161.65,7,2023-07,3,2023,2023-07-18,6
2023-02-22,East,Printer,14,346.57,Store B,Retail,Carlos,Debit Card,FREESHIP,0,REG100879,Cust 2434,36.83,2023-02-22,2023-03-02,Eric,8,2,False,1,34.657000000000004,2,2023,22,2,8,4366.782,2,2023-02,1,2023,2023-02-22,8
